CastID,CastName
91,Bhasaworn Bawronkirati
92,Daweerit Chullasapya
93,Waratthaya Wongchayaporn
94,Kittiphoom Wongpentak
95,Abhicha Thanachanun
96,Nophand Boonyai
97,Kittipong Khamsat
98,Arisara Wongchalee
99,Jaytiya Naiwattanakul
100,Pantipa Arunwattanachai
101,Panupan Jantanawong
102,Kungtap Saelim
103,Phumphat Chartsuriyakiat
104,Issara Veranitinunt
105,Keerati Sivakuae
106,Panjai Sirisuwan
107,Supranee Charoenpol
108,Suda Chuenban
109,Visaka Banhansupavat
110,Pitchatorn Santinatornkul
111,Luna Wedler
112,Jannis NiewÃ¶hner
113,Milan Peschel
114,Edin HasanoviÄ‡
115,Anna FialovÃ¡
116,Marlon Boess
117,Victor Boccard
118,Fleur Geffrier
119,Aziz Dyab
120,MÃ©lanie FouchÃ©
121,Elizaveta MaximovÃ¡
122,Klara Castanho
123,Lucca Picon
124,JÃºlia Gomes
125,Marcus Bessa
126,Kiria Malheiros
127,Fernanda Concon
128,Gabriel Lima
129,Caio Cabral
130,Leonardo Cidade
131,Jade Cardozo
132,Logan Browning
133,Brandon P. Bell
134,DeRon Horton
135,Antoinette Robertson
136,John Patrick Amedori
137,Ashley Blaine Featherson
138,Marque Richardson
139,Giancarlo Esposito
140,Luis Ernesto Franco
141,Camila Sodi
142,Sergio Goyri
143,Samadhi Zendejas
144,Eduardo YÃ¡Ã±ez
145,Sonya Smith
146,Alejandro Camacho
147,Azela Robinson
148,Uriel del Toro
149,GÃ©raldine BazÃ¡n
150,Gabriela Roel
151,Marcus Ornellas
152,Freida Pinto
153,Logan Marshall-Green
154,Robert John Burke
155,Megan Elisabeth Kelly
156,Sarah Minnich
157,Hayes Hargrove
158,Mark Sivertsen
159,Brandon Fierro
160,Antonio Valles
161,Clint Obenchain
162,Blanca SuÃ¡rez
163,IvÃ¡n Marcos
164,Ã“scar Casas
165,AdriÃ¡n Lastra
166,Francesc Garrido
167,Stefan Weinert
168,Julia MÃ¶ller
169,Alicia Chojnowski
170,Engin Altan DÃ?zyatan
171,Serdar GÃ¶khan
172,HÃ?lya Darcan
173,Kaan TaÅŸaner
174,Esra BilgiÃ§
175,Osman Soykut
176,Serdar Deniz
177,Cengiz CoÅŸkun
178,Reshad Strik
179,Hande SubaÅŸÄ±
180,Kamal Hassan
181,Meena
182,Gemini Ganesan
183,Heera Rajgopal
184,Nassar
185,S.P. Balasubrahmanyam
186,Maisie Benson
187,Paul Killam
188,Kerry Gudjohnsen
189,AC Lim
190,Prashanth
191,Aishwarya Rai Bachchan
192,Sri Lakshmi
193,Brooke Satchwell
194,Arvind Swamy
195,Kajol
196,Prabhu Deva
197,Girish Karnad
198,Adam Sandler
199,Kevin James
200,Chris Rock
201,David Spade
202,Rob Schneider
203,Salma Hayek
204,Maria Bello
205,Maya Rudolph
206,Colin Quinn
207,Tim Meadows
208,Joyce Van Patten
209,Keri Russell
210,Josh Hamilton
211,J.K. Simmons
212,Dakota Goyo
213,Kadan Rockett
214,L.J. Benet
215,Rich Hutchman
216,Myndy Crist
217,Annie Thurman
218,Jake Brennan
219,Liam Hemsworth
220,Gary Oldman
221,Amber Heard
222,Harrison Ford
223,Lucas Till
224,Embeth Davidtz
225,Julian McMahon
226,Josh Holloway
227,Richard Dreyfuss
228,Angela Sarafyan
229,Abhishek Banerjee
230,Rinku Rajguru
231,Delzad Hiwale
232,Kunal Kapoor
233,Zoya Hussain
234,Nikhil Dwivedi
235,Palomi Ghosh
236,Lauren Ash
237,Rory O'Malley
238,RuPaul Charles
239,Jill Talley
240,Ike Barinholtz
241,Jon Barinholtz
242,Matthew Craig
243,Bob Odenkirk
244,Mike Hagerty
245,Katie Rich
246,Chris Witaske
247,Asa Butterfield
248,Gillian Anderson
249,Ncuti Gatwa
250,Emma Mackey
251,Connor Swindells
252,Kedar Williams-Stirling
253,Alistair Petrie
254,Lee Jung-jae
255,Park Hae-soo
256,Wi Ha-jun
257,Oh Young-soo
258,Jung Ho-yeon
259,Heo Sung-tae
260,Kim Joo-ryoung
261,Tripathi Anupam
262,You Seong-joo
263,Lee You-mi
264,Dami Lee
265,Jason Lee
266,Bommie Catherine Han
267,Jennifer Waescher
268,Nancy Kim
269,Adrian Titieni
270,Elena Purea
271,Judith State
272,Valeriu AndriuÈ›Äƒ
273,Tudor Smoleanu
274,Virgil Aioanei
275,Radu Botar
276,Petronela Grigorescu
277,Bogdan Nechifor
278,Cristian Bota
279,Gilles Lellouche
280,Karim Leklou
281,FranÃ§ois Civil
282,AdÃ¨le Exarchopoulos
283,Kenza Fortas
284,Cyril Lecomte
285,MichaÃ«l Abiteboul
286,Idir Azougli
287,Vincent Darmuzey
288,Jean-Yves Berteloot
289,Antti PÃ?Ã?kkÃ¶nen
290,HeljÃ? Heikkinen
291,Lynne Guaglione
292,Pasi Ruohonen
293,Rauno Ahonen
294,Billy Magnussen
295,Ron Yuan
296,Qu Jingjing
297,Terry Chen
298,Vanness Wu
299,Jin Xing
300,Philip Ng
301,Xia Yu
302,Yu Xia
303,Vatsal Dubey
304,Julie Tejwani
305,Rupa Bhimani
306,Jigna Bhardwaj
307,Rajesh Kava
308,Mousam
309,Swapnil
310,Yuri Lowenthal
311,Kimberly Brooks
312,Antony Del Rio
313,Trevor Devall
314,Ben Diskin
315,Grey Griffin
316,David Kaye
317,Tom Kenny
318,Judy Alice Lee
319,Roger Craig Smith
320,Fred Tatasciore
321,Roy Scheider
322,Robert Shaw
323,Lorraine Gary
324,Murray Hamilton
325,Carl Gottlieb
326,Jeffrey Kramer
327,Susan Backlinie
328,Jonathan Filley
329,Ted Grossman
330,Joseph Mascolo
331,Collin Wilcox Paxton
332,Ann Dusenberry
333,Mark Gruner
334,Barry Coe
335,Susan French
336,Dennis Quaid
337,Bess Armstrong
338,Simon MacCorkindale
339,Louis Gossett Jr.
340,John Putch
341,Lea Thompson
342,P.H. Moriarty
343,Dan Blasko
344,Liz Morris
345,Lisa Maurer
346,Lance Guest
347,Mario Van Peebles
348,Karen Young
349,Michael Caine
350,Judith Barsi
351,Mitchell Anderson
352,Lynn Whitfield
353,Denzel Washington
354,Ryan Reynolds
355,Vera Farmiga
356,Brendan Gleeson
357,Sam Shepard
358,RubÃ©n Blades
359,Nora Arnezeder
360,Robert Patrick
361,Liam Cunningham
362,Joel Kinnaman
363,Osas Ighodaro
364,Ini Dima-Okojie
365,Kemi Lala Akindoju
366,Toni Tones
367,Ebenezer Eno
368,Eso Okolocha DIke
369,Patrick Diabuah
370,Karibi Fubara
371,Temisan Emmanuel
372,Timini Egbuson
373,Ethan Hawke
374,Scott Glenn
375,Tom Berenger
376,Harris Yulin
377,Raymond J. Barry
378,Cliff Curtis
379,Dr. Dre
380,Snoop Dogg
381,Macy Gray
382,Eva Mendes
383,Richard Mofe-Damijo
384,Dakore Akande
385,Bimbo Manuel
386,Blossom Chukwujekwu
387,Deyemi Okanlawon
388,Etim Effiong
389,Denola Grey
390,Duke Akintola
391,Eku Edewor
392,Ade Laoye
393,Anee Icha
394,Kevin Ushi
395,Jude Chukwuka
396,Amanda Afolabi
397,Kashmira Irani
398,Chandan Anand
399,Dinesh Mehta
400,Ankit Arora
401,Pushkar Goggiaa
402,Anjali Rana
403,Aarya DharmChand Kumar
404,Amit Behl
405,Maleeka Ghai
406,Kappei Yamaguchi
407,Satsuki Yukino
408,Mieko Harada
409,Koji Tsujitani
410,Houko Kuwashima
411,Kumiko Watanabe
412,Noriko Hidaka
413,Kenichi Ogata
414,Toshiyuki Morikawa
415,Izumi Ogami
416,Ken Narita
417,Akio Otsuka
418,Kikuko Inoue
419,Cho
420,Mamiko Noto
421,Nobutoshi Canna
422,Hisako Kyoda
423,Tomokazu Seki
424,Nicole Byer
425,Jacques Torres
426,Junko Takeuchi
427,Chie Nakamura
428,Rikiya Koyama
429,Kazuhiko Inoue
430,Masaki Terasoma
431,Mie Sonozaki
432,Yuichi Nakamura
433,Kengo Kawanishi
434,Kosei Hirota
435,Masako Katsuki
436,Noriaki Sugiyama
437,Unsho Ishizuka
438,Motoko Kumai
439,Showtaro Morikubo
440,Nana Mizuki
441,Satoshi Hino
442,Shinji Kawada
443,Kentaro Ito
444,Ryoka Yuzuki
445,Kohsuke Toriumi
446,Yoichi Masukawa
447,Koichi Tochika
448,Yukari Tamura
449,Ayumi Fujimura
450,Keisuke Oda
451,Daisuke Kishio
452,Fumiko Orikasa
453,Hidetoshi Nakamura
454,Tetsuya Kakihara
455,Kisho Taniyama
456,Miyuki Sawashiro
457,Katsuyuki Konishi
458,Keiko Nemoto
459,Masashi Ebara
460,Romi Park
461,Daisuke Ono
462,Seizo Kato
463,Nobuaki Fukuda
464,Kenji Hamada
465,Saori Hayami
466,Yumi Toma
467,Yuko Kobayashi
468,Fujiko Takimoto
469,Mutsumi Tamura
470,Mayuki Makiguchi
471,Gamon Kaai
472,Akira Ishida
473,Yasuyuki Kase
474,Urara Takano
475,Sachiko Kojima
476,Takako Honda
477,Kyousuke Ikeda
478,Marika Hayashi
479,Umeji Sasaki
480,Masashi Sugawara
481,Hisao Egawa
482,Yuhko Kaida
483,Tsutomu Isobe
484,Hirotaka Suzuoki
485,Jun Karasawa
486,Harii Kaneko
487,Ikuo Nishikawa
488,Winslow Fegley
489,Lidya Jewett
490,Krysten Ritter
491,Beth Chalmers
492,David Holt
493,Marcel McCalla
494,Teresa Gallagher
495,Mark-Paul Gosselaar
496,Tiffani Thiessen
497,Mario Lopez
498,Lark Voorhies
499,Elizabeth Berkley
500,Dustin Diamond
501,Dennis Haskins
502,Michael Schumacher
503,ItatÃ? Cantoral
504,Evan Spiridellis
505,Erin Fitzgerald
506,Jeff Gill
507,Evan Michael Lee
508,Jared Isaacman
509,Sian Proctor
510,Chris Sembroski
511,Hayley Arceneaux
512,Jack Whitehall
513,Michael Whitehall
514,Sola Sobowale
515,Adesua Etomi
516,Remilekun Reminisce Safaru
517,Tobechukwu iLLbliss Ejiofor
518,Paul Sambo
519,Jide Kosoko
520,Sharon Ooja
521,Bear Grylls
522,Jason Derek Prempeh
523,Daiki Yamashita
524,Jun Fukushima
525,Hiroki Yasumoto
526,Yoshitsugu Matsuoka
527,Junichi Suwabe
528,Ayaka Suwa
529,Megumi Han
530,Tomoaki Maeno
531,Tsubasa Yonaga
532,Hiroyuki Yoshino
533,Atsushi Abe
534,Koji Yusa
535,Kouki Miyata
536,Hiro Shimono
537,Wataru Hatano
538,Kenji Nojima
539,Mamoru Miyano
540,Yuma Uchida
541,Jun Fukuyama
542,Sumriddhi Shukla
543,Jigna Bharadwaj
544,Sonal Kaushal
545,Neshma Chemburkar
546,Ganesh Divekar
547,Annamaya Verma
548,Anamay Verma
549,Manoj Pandey
550,Vijay Sethupathi
551,Parthiban
552,Raashi Khanna
553,Thomas Brodie-Sangster
554,Felicity Jones
555,Freddie Highmore
556,Patrick Stewart
557,Meera Syal
558,Sanjeev Bhaskar
559,Nonso Anozie
560,Mary Elizabeth Winstead
561,Jun Kunimura
562,Woody Harrelson
563,Tadanobu Asano
564,Miyavi
565,Michiel Huisman
566,Miku Martineau
567,Tom Ellis
568,Lauren German
569,Kevin Alejandro
570,D.B. Woodside
571,Lesley-Ann Brandt
572,Scarlett Estevez
573,Rachael Harris
574,Aimee Garcia
575,Tricia Helfer
576,Tom Welling
577,Jeremiah W. Birkett
578,Pej Vahdat
579,Michael Gladis
580,Jo Koy
581,Funke Akindele
582,Ayo Makun
583,Chioma Chukwuka Akpotha
584,Yemi Eberechi Alade
585,Alexx Ekubo
586,Zubby Michael
587,Tina Mba
588,Femi Jacobs
589,Ikue Otani
590,Sarah Natochenny
591,Zeno Robinson
592,Cherami Leigh
593,James Carter Cathcart
594,Michele Knotz
595,Rodger Parsons
596,Ray Chase
597,Casey Mongillo
598,Tara Sands
599,David Kross
600,Hanno Koffler
601,Maria Ehrich
602,Robert Finster
603,Yung Ngo
604,Klaus Steinbacher
605,Livia Matthes
606,Nellie Thalbach
607,Jeon Hae-ri
608,Kim Eun-ah
609,Hong Bum-ki
610,Nam Do-hyeong
611,Um Sang-hyun
612,Malcolm X
613,Muhammad Ali
614,Sabina Malik
615,Lalit Agarwal
616,Rajesh Shukla
617,Emma Roberts
618,Danielle Macdonald
619,Awkwafina
620,Eiza GonzÃ¡lez
621,Milla Jovovich
622,Jeremy Irvine
623,Arnaud Valois
624,Daniel Horvath
625,Pauline Etienne
626,Laurent Capelluto
627,Stefano Cassetti
628,Mehmet KurtuluÅŸ
629,Babetida Sadjo
630,Jan Bijvoet
631,Ksawery Szlenkier
632,Vincent Londez
633,Regina Bikkinina
634,Alba GaÃ¯a Kraghede Bellugi
635,Nabil Mallat
636,Elsa Ã–hrn
637,Mustapha Aarab
638,Jonay Pineda Skallak
639,Magnus Krepper
640,Loreen
641,Albin Grenholm
642,Simon Mezher
643,Elsa BergstrÃ¶m Terent
644,Josef Kadim
645,Yohannes Frezgi
646,Will Arnett
647,Ludacris
648,Natasha Lyonne
649,Stanley Tucci
650,Jordin Sparks
651,Gabriel Iglesias
652,Shaquille O'Neal
653,Omar Chaparro
654,Alan Cumming
655,Andy Beckwith
656,Delia Sheppard
657,Kerry Shale
658,Michelle Buteau
659,Ronnie Van Zandt
660,Gary Rossington
661,Allen Collins
662,Leon Wilkeson
663,Bob Burns
664,Billy Powell
665,Ed King
666,Artimus Pyle
667,Steve Gaines
668,Johnny Van Zant
669,Jack Fisher
670,Amanda C. Miller
671,Kim Yarbrough
672,Keith Ferguson
673,Lily Rose Silver
674,Antonio Aakeel
675,Chipo Chung
676,Simon Foster
677,Simon Greenall
678,Kate Harbour
679,Paul Panting
680,Rob Rackstraw
681,William Vanderpuye
682,Helen Walsh
683,Keith Wickham
684,Andres Williams
685,Jo Wyatt
686,Julie Delpy
687,Elisabeth Shue
688,Sarah Jones
689,Alexia Landeau
690,Mathieu Demy
691,Troy Garity
692,Timm Sharp
693,Giovanni Ribisi
694,Austin Abell
695,Travis Turner
696,Cole Howard
697,Anna Cummer
698,Jesse Inocalla
699,Brian Dobson
700,Michael Adamthwaite
701,Joseph Girgis
702,Caitlyn Bairstow
703,Omotola Jalade-Ekeinde
704,Yemi Blaq
705,Ken Erics
706,Toyin Aimakhu
707,Segun Arinze
708,Jibola Dabo
709,Rotimi Salami
710,Pa Jimi Solanke
711,Rachael Okonkwo
712,Bassey Okon
713,Lucien Morgan
714,Magdalena Korpas
715,Robyn Slade
716,Kami Desilets
717,Antony Varghese
718,Reshma Rajan
719,Binny Rinky Benjamin
720,Vineeth Vishwam
721,Kichu Tellus
722,Sreekanth Dasan
723,Sarath Kumar
724,Tito Wilson
725,Anandhu
726,Bitto Davis
727,Sinoj Varghese
728,Peyton List
729,Karan Brar
730,Skai Jackson
731,Miranda May
732,Kevin G. Quinn
733,Nathan Arenas
734,Nina Lu
735,Mandy Grace
736,David de Vos
737,Donna Rusch
738,Devan Key
739,Isabella Mancuso
740,Ariana Guido
741,Aubri Ibrag
742,Sana'a Shaik
743,Miah Madden
744,Mercy Cornwall
745,Georgia-May Davis
746,Ryan Harrison
747,Josh Heuston
748,Alexander Grant
749,Ã?rsula CorberÃ?
750,Itziar ItuÃ±o
751,ÃÅlvaro Morte
752,Paco Tous
753,Enrique Arce
754,Pedro Alonso
755,MarÃ?a Pedraza
756,Alba Flores
757,Miguel HerrÃ¡n
758,Jaime Lorente
759,Esther Acebo
760,Darko Peric
761,Kiti MÃ¡nver
762,Liam Mitchell
763,Dee Bradley Baker
764,Josh McDermitt
765,Kari Wahlgren
766,Ali Mawji
767,Michael Keaton
768,Amy Ryan
769,Shunori Ramanathan
770,Ato Blankson-Wood
771,Tate Donovan
772,Laura Benanti
773,Chris Tardio
774,Victoria Justice
775,Midori Francis
776,Robyn Scott
777,Adam Garcia
778,Timothy Renouf
779,Gloria Garcia
780,Myfanwy Waring
781,Spencer Sutherland
782,Madhuri Dixit
783,Shah Rukh Khan
784,Tinnu Anand
785,Johny Lever
786,Kalpana Iyer
787,Himani Shivpuri
788,Sudha Chandran
789,Beena
790,Kiran Kumar
791,Abbie Cornish
792,Ben Whishaw
793,Paul Schneider
794,Kerry Fox
795,Edie Martin
796,Claudie Blakley
797,Gerard Monaco
798,Antonia Campbell-Hughes
799,Samuel Roukin
800,Krrish Chhabria
801,Hetal Gada
802,Vipin Sharma
803,Gulfam Khan
804,Suresh Menon
805,Vijay Maurya
806,Rajiv Lakshman
807,Ninad Kamat
808,Akshay Oberoi
809,Pankaj Tripathi
810,Ragini Khanna
811,Aamir Bashir
812,Shalini Vatsa
813,Ashish Verma
814,Janine Gutierrez
815,JC Santos
816,Victor Anastacio
817,Yesh Burce
818,Lotlot De Leon
819,Jon Allen
820,Kellen Goff
821,Joe Hernandez
822,Kaiji Tang
823,Lee Ji-eun
824,Yeo Jin-goo
825,Shin Jung-geun
826,Seo Yi-sook
827,Bae Hae-sun
828,Pyo Ji-hoon
829,Cho Hyun-chul
830,Kang Hong-suk
831,Lee Do-hyun
832,Lee Tae-seon
833,Kang Mina
834,Park You-na
835,Oh Ji-ho
836,Meg Ryan
837,Mark Ruffalo
838,Jennifer Jason Leigh
839,Nick Damici
840,Sharrieff Pugh
841,Kevin Bacon
842,Yaani King Mondschein
843,Heather Litteer
844,Sean Hayes
845,Wanda Sykes
846,Laurie Metcalf
847,David Harbour
848,Gary Cole
849,Patti Harrison
850,Matt Rogers
851,Aadil Khan
852,Sadia Khateeb
853,Zain Khan Durrani
854,Priyanshu Chatterjee
855,Bhavna Chauhan
856,Ashwin Dhar
857,Farid Azad Khan
858,Saghar Sehrai
859,Hilary Duff
860,Chad Michael Murray
861,Jennifer Coolidge
862,Dan Byrd
863,Regina King
864,Julie Gonzalo
865,Lin Shaye
866,Madeline Zima
867,Andrea Avery
868,Mary Pat Gleason
869,Paul Rodriguez
870,Whip Hubley
871,Kevin Kilner
872,Erica Hubbard
873,Simon Helberg
874,Glenn Close
875,Terence Stamp
876,Max Irons
877,Christina Hendricks
878,Stefanie Martini
879,Julian Sands
880,Honor Kneafsey
881,Christian McKay
882,Amanda Abbington
883,Robert Redford
884,Jennifer Lopez
885,Morgan Freeman
886,Josh Lucas
887,Damian Lewis
888,Camryn Manheim
889,Becca Gardner
890,Lynda Boyd
891,Rob Hayter
892,P. Lynn Johnson
893,America Young
894,Amber May
895,Giselle Fernandez
896,Alejandro Saab
897,Dinora Walcott
898,Rutger Hauer
899,Sean Young
900,Edward James Olmos
901,M. Emmet Walsh
902,Daryl Hannah
903,William Sanderson
904,Brion James
905,Joe Turkel
906,Joanna Cassidy
907,James Hong
908,Morgan Paull
909,Tseng Yun-fan
910,Kao Yun-shuo
911,Chiang Ching-yen
912,Meng Ching-fu
913,Huang Bai-wei
914,Ma Kuo-yao
915,Chen Yen-chun
916,Sun Ke-fang
917,Kai Yang-niu
918,Chen Yu-wen
919,Nick Liao
920,Lin Kai-ling
921,Mickey Huang
922,Liu Kuan-ting
923,Jiang Du-hui
924,Sharlto Copley
925,Hugh Jackman
926,Sigourney Weaver
927,Dev Patel
928,Ninja
929,Yo-Landi Visser
930,Jose Pablo Cantillo
931,Brandon Auret
932,Johnny Selema
933,Maurice Carpede
934,Willem Dafoe
935,Anne Archer
936,Joaquim de Almeida
937,Henry Czerny
938,Donald Moffat
939,Miguel Sandoval
940,Benjamin Bratt
941,Dean Jones
942,Thora Birch
943,James Earl Jones
944,Raymond Cruz
945,Sylvester Stallone
946,John Lithgow
947,Michael Rooker
948,Janine Turner
949,Rex Linn
950,Caroline Goodall
951,Leon
952,Craig Fairbrass
953,Ralph Waite
954,Max Perlich
955,Paul Winfield
956,Jude Law
957,Nicole Kidman
958,RenÃ©e Zellweger
959,Eileen Atkins
960,Philip Seymour Hoffman
961,Natalie Portman
962,Donald Sutherland
963,Ray Winstone
964,Paul Hogan
965,Linda Kozlowski
966,Jere Burns
967,Jonathan Banks
968,Aida Turturro
969,Alec Wilson
970,Gerry Skilton
971,Steve Rackman
972,Serge Cockburn
973,Mark Adair-Rios
974,Tiriel Mora
975,Grant Piro
976,Mike Tyson
977,Channing Tatum
978,Amanda Seyfried
979,Richard Jenkins
980,D.J. Cotrona
981,Cullen Moss
982,Gavin McCulley
983,Jose Lucena Jr.
984,Keith Robinson
985,Scott Porter
986,Danny Aiello
987,Ossie Davis
988,Ruby Dee
989,Richard Edson
990,Spike Lee
991,Bill Nunn
992,John Turturro
993,Paul Benjamin
994,Frankie Faison
995,Samuel L. Jackson
996,Rosie Perez
997,Martin Lawrence
998,JoaquÃ?n Furriel
999,Luis Ziembrowski
1000,Guillermo Pfening
1001,MÃ?nica Lairana
1002,GermÃ¡n de Silva
1003,Victoria Raposo
1004,Andrea Garrote
1005,Bruce Willis
1006,Kellan Lutz
1007,Gina Carano
1008,D.B. Sweeney
1009,Joshua Mikel
1010,Steve Coulter
1011,Dan Bilzerian
1012,Heather Johansen
1013,Hilary Swank
1014,Patrick Dempsey
1015,Imelda Staunton
1016,April L. Hernandez
1017,Mario
1018,Kristin Herrera
1019,Jaclyn Ngan
1020,Sergio Montalvo
1021,Jason Finn
1022,Deance Wyatt
1023,Vanetta Smith
1024,Blake Lively
1025,Peter Sarsgaard
1026,Mark Strong
1027,Tim Robbins
1028,Jay O. Sanders
1029,Taika Waititi
1030,Angela Bassett
1031,Christopher Reid
1032,Christopher Martin
1033,Robin Harris
1034,Tisha Campbell
1035,A.J. Johnson
1036,Paul Anthony
1037,Bowlegged Lou
1038,B-Fine
1039,Edith Fields
1040,Kelly Jo Minter
1041,Clifton Powell
1042,Verda Bridges
1043,Kamron
1044,Iman
1045,Queen Latifah
1046,David Edwards
1047,Angela Means
1048,Ketty Lester
1049,Bernie Mac
1050,Michael Colyar
1051,Chris Tucker
1052,Khandi Alexander
1053,Hakeem Kae-Kazim
1054,Chioma Omeruah
1055,Orukotan Adejola
1056,Flora Chiedo
1057,Emeka Nwagbaraocha
1058,Anthony Oseyemi
1059,Oluwabukola Thomas
1060,Soibifaa Dokubo
1061,Master P
1062,Anthony Johnson
1063,Gretchen Palmer
1064,Frantz Turner
1065,Richard Keats
1066,Joe Estevez
1067,William Knight
1068,Anthony Boswell
1069,Tommy 'Tiny' Lister
1070,Helen Martin
1071,John Witherspoon
1072,Mia X
1073,Omar Epps
1074,LL Cool J
1075,Nia Long
1076,Pam Grier
1077,Hill Harper
1078,Jake Weber
1079,David Patrick Kelly
1080,Veronica Webb
1081,Ron Canada
1082,Robert LaSardo
1083,Gano Grills
1084,Ivonne Coll
1085,Don Harvey
1086,Mya
1087,Nasir 'Nas' Jones
1088,Jermaine Dupri
1089,Jay Chou
1090,Anne Suzuki
1091,Edison Chen
1092,Anthony Wong Chau-sang
1093,Shawn Yue
1094,Chapman To
1095,Jordan Chan
1096,Kenny Bee
1097,Jai Brooks
1098,Luke Brooks
1099,James Yammouni
1100,Daniel Sahyounie
1101,Beau Brooks
1102,Lori Gardner
1103,Kate Bristol
1104,Billy Bob Thompson
1105,Marc Thompson
1106,Erica Schroeder
1107,Kensho Ono
1108,Yuki Ono
1109,Chiwa Saito
1110,Yoshimasa Hosoya
1111,Hirofumi Nojima
1112,Takuya Eguchi
1113,Soichiro Hoshi
1114,Tatsuhisa Suzuki
1115,Go Inoue
1116,Ryohei Kimura
1117,Kazuya Nakai
1118,Kenichi Suzumura
1119,Hiroshi Kamiya
1120,David Bowie
1121,Jennifer Connelly
1122,Frank Oz
1123,Kevin Clash
1124,Anthony Asbury
1125,Dave Goelz
1126,Brian Henson
1127,Ron Mueck
1128,Karen Prell
1129,Shari Weiser
1130,Christopher Egan
1131,Gael GarcÃ?a Bernal
1132,Vanessa Redgrave
1133,Franco Nero
1134,Luisa Ranieri
1135,Marina Massironi
1136,Milena Vukotic
1137,Marcia DeBonis
1138,Luisa De Santis
1139,Lidia Biondi
1140,Giordano Formenti
1141,Chris Egan
1142,Katie Douglas
1143,Celina Martin
1144,Peter Outerbridge
1145,Sara Canning
1146,Alexis Whelan
1147,Amalia Williamson
1148,Josette Halpert
1149,Kiana Madeira
1150,Nick Cannon
1151,Christina Milian
1152,Kenan Thompson
1153,Kal Penn
1154,Steve Harvey
1155,Al Thompson
1156,Ashley Monique Clark
1157,Elimu Nelson
1158,Nichole Robinson
1159,Melissa Schuman
1160,Miriam Chin Wah Yeung
1161,Singh Hartihan Bitto
1162,Isabel Chan
1163,Cheung Tat-ming
1164,Matt Chow
1165,Chui Tien-you
1166,Queenie Chu
1167,Charmaine Fong
1168,Vincent Kok
1169,Gerald McRaney
1170,Shanna Reed
1171,Nicole Dubuc
1172,Chelsea Hertford
1173,Marisa Ryan
1174,Matt Mulhern
1175,Beverly Archer
1176,Jon Cypher
1177,Jack Nicholson
1178,Annette Bening
1179,Pierce Brosnan
1180,Danny DeVito
1181,Martin Short
1182,Sarah Jessica Parker
1183,Michael J. Fox
1184,Rod Steiger
1185,Tom Jones
1186,Lukas Haas
1187,Chadwick Boseman
1188,Josh Gad
1189,Kate Hudson
1190,Sterling K. Brown
1191,Dan Stevens
1192,James Cromwell
1193,Keesha Sharp
1194,Roger Guenveur Smith
1195,Derrick Baskin
1196,Barrett Doss
1197,Ashton Kutcher
1198,Tara Reid
1199,Jeffrey Tambor
1200,Andy Richter
1201,Michael Madsen
1202,Jon Abrahams
1203,David Koechner
1204,Carmen Electra
1205,Molly Shannon
1206,Ben Stiller
1207,Hank Azaria
1208,William H. Macy
1209,Janeane Garofalo
1210,Kel Mitchell
1211,Paul Reubens
1212,Wes Studi
1213,Greg Kinnear
1214,Geoffrey Rush
1215,Lena Olin
1216,Eddie Izzard
1217,Artie Lange
1218,Pras
1219,Claire Forlani
1220,Tom Waits
1221,Patricio Contreras
1222,Alejandro Goic
